-1.2444, 1.099, -1.4684, -1.7003, 0.451, -0.9695, -0.5761, 0.0877, 0.1058, -1.9614, 0.5964514109576466, -0.88, 1.0, -1.756, -0.6727, 0.6034, -0.6858, -0.9101, -0.3827230470208738, 1.1082,0
-1.1085, 0.8295, -1.0473, -1.5558, 0.6791, -0.0202, -1.5196, 0.4485, 1.3138, -0.9154, -1.0799, -1.3414, 0.6303, -0.13, -0.1113, 0.0918, -0.6247, -0.028, -0.6141, -1.3867,0
-1.3413, 0.7071, -0.3894, -1.7727, 0.5828, -0.2171, -2.4343, 0.0025, -0.0077, -1.2153, -0.3426, -1.3633, -0.8748, -0.4961, -0.7337, -0.1551, -0.199, -1.2072, 0.5351, 0.1769,0
-0.1769, -1.6978, -1.5334, 0.228, -1.9768, 1.0489473240771439, -0.5774, -0.6714, -1.1332, 0.7719, 0.2564, -1.213, -0.5503, -0.6047, -0.8091, -0.3889, 0.1346, 0.0564, 1.3525930495934544, -0.2599,0
-1.134, 0.7671, 1.5234, -2.0327, -0.2262, 1.7874, 0.7383, 0.9001, 1.0131, 0.3515, 1.2065, 0.2923, -0.8487, 0.3927, 0.6506, 4.194917434989572, 0.5534, -0.162, 1.2226, 1.9173,1
0.8056, -0.1297, -0.8692, 0.2394, -0.3089, 0.4473, 0.4668, -0.2317, 1.9058, -0.0415, -0.1243, 0.6362, -0.3289, -0.657, 0.2592, -1.5637, -1.1309, 2.4788, 0.5152, 1.2602,1
-2.0343, -1.4518, -0.008083309920150938, -0.23188673584358455, -2.0475514165401574, 1.0126, 0.2142, 3.787167968470036, 1.0884, -1.082, -0.8306, -0.6203, 0.2734, -0.0708, -1.1299, -2.1147, -1.3711, -0.3349, 0.7432, 3.241780496310975,0
0.4915218710588576, -1.0406, 0.2278, 0.2107, 0.1657, -0.0946, 0.6876, -1.0962, -0.3121, -1.3191, 0.8937, 0.0758, -0.6334, -0.6144, -1.889679295756407, 0.8937447121616562, 1.0778, 1.2935154126798771, -1.7099, -1.8224,0
-1.6237098387330562, 1.3853, 4.078410923867421, 0.9456, -0.0506, 1.0774, 1.7774, 0.983, -0.3283, 1.9512, -0.0647, 1.9233, 0.53, 0.437, -0.8953, -0.096, 0.6377, -0.3734, -0.9387, 0.8343,1
-0.8701, 0.5456, -1.7224, -1.100026918008115, -0.3746, 0.8844, -1.3284, 0.172, -1.4448, -1.231, -0.5063, 1.1216, 0.9923, -1.3208, 2.1898, -0.6438, -0.0044, -1.048, 1.3896, -0.1309,0
0.0071, -0.5668, 1.3508, 1.159, -0.7721, -0.1489, -0.3223, -1.182, -2.9905, 0.0529, -1.0591, 0.6782, 1.2174036640706714, 1.1313, -2.0152, 0.6598, 0.7367, -2.0777, 1.3600740027366838, -1.1819,0
0.4954, -0.0838, -2.0413904453824947, -0.9241, -0.1296, -1.4074, 1.3047, 0.1701, -0.5016, -2.704708335143609, 0.3665, 0.0236, 0.9624, 0.2951, -1.7011, 0.9429, -0.7173429669435469, 0.6173, 0.2408, -0.6946,1
1.2119, 1.7405, 0.6325, 1.028, 0.0792, -3.2677103762152164, -0.2373, 1.5768, -0.0609, 0.4438, 1.4191, -0.808802658040892, -3.596385513187313, -0.8768, -0.1668, 0.12111257550320831, 0.6, -0.1524, 1.3801, -0.4408,1
-0.7371, 0.5067, 0.4422, -0.5832, 1.7369, -1.5447, 0.6747, -0.6437146447324458, 0.9926, 0.0283, -0.8922, -2.0418, -1.2294, -0.5935, -1.0568, -0.6759, 0.4816, -2.9967, 0.5124, 0.6339,0
0.7057710131466548, 0.7868, -1.13, 0.2397, 2.2131, 0.5785, 0.482, 1.0952, -1.9176, 1.1389, 0.9205, -0.4229, -0.9167, -1.3293, -0.5116, -1.3356, 0.3326, -0.0401, -0.4568, 1.7423,1
-0.5701, 0.3868, 1.1428, 1.0844, -1.1969, 1.2536, -0.5896, 1.3643, -0.1141, 1.4762, -0.22807849731028096, 1.7832, 0.5275, 3.5681959030084305, 0.4207, -0.4631, 0.6532, 0.415951473633398, 0.4384, -0.3952,1
1.0225, 0.8488, -0.9474, -0.3643, -1.4622, -0.2601, -0.2204, -0.1968, -0.8124, -1.0681, -0.7973, -0.012529270442139584, 0.0028, -0.6349, 1.363744971107585, -0.2305, -2.1587, -3.857284514613399, 0.2823, -2.1474,0
1.8207, -0.9154, 1.5569, 4.238578780687898, 1.2845, 1.0398, 1.9815, -0.1705, 3.834457633563609, 0.0298, 0.4328, 2.1021, 0.8313, -0.9396, -0.6031, 0.6388, 0.6262, 0.1847, 0.8019, 1.3511,1
-1.0327, -0.2666, -0.8219, -0.3516, 0.3748, -1.8191, 0.5002, -1.4964, 1.2087, -0.0279, -0.2238, 0.7301, 0.828, -0.9901, 2.318, 0.4509, -0.1453, 0.4028, -0.819, -1.3369,0
0.6694, -0.9636, -3.564698167101619, 1.6757, 0.0249, 1.2136, 0.8411, 2.8854, -0.6064, 1.8004, 1.9098, 0.7848, -1.0625, 0.5294, 0.8662, 2.1532, 0.726277010540822, -2.327778911085864, 1.803, 0.0265,1
