1019.9815865771343, 1065.0, 2071.0, 207.0, -865.0, -786.0, 2655.0, -366.0, 971.0, -341.0, 221.0, 4195.0, -117.0, -2694.0, 14.0, 4097.0, 1356.0, -944.0, -602.0, 6766.636205103396,0
-258.0, -1570.7456790343267, -519.0, 6469.0, -1878.0, -557.0, -62.0, 5572.0, -62.0, 1813.0, 2526.176985387032, 1299.0, -1926.0, 61.0, -2941.0, -1953.0, -1007.0, -1042.0, 1835.0, -1196.0,0
-656.0, -1706.0, 3956.5064700102685, -1762.7817775979129, -432.0, 1934.0, 2013.0, 672.0, 1193.0, -277.0, 2025.0, 1305.0, -2008.0, 179.0, -1327.0, 1452.0, -1402.0, -2894.0, -151.0, 126.0,0
697.0, 1029.0, -459.0, -2049.1575955558, -2565.0, 3389.0, -892.0, -1674.0, -1966.0, -482.0, -727.0, -512.0, -331.0, 717.0, 1628.0, 155.0, -531.0, -1083.0, -7422.753873712559, -6539.508325723118,0
261.0, 1758.0, -177.0, -146.0, -57.0, -763.0, -6768.454502373341, 1369.0, 461.0, 2187.0, 446.0, -76.0, 112.0, 1285.0, -205.0, 1383.0, -124.0, -1022.0, 2562.0, -319.0,1
-325.0, 183.0, 2084.0, -4213.22474503569, 931.0, 2018.0, 57.0, 614.0, 106.0, -29.0, -83.0, -76.0, 503.0, 1316.0, 192.0, 634.0, -78.0, 1104.0, 666.0, 823.0,1
-828.0, 3.0, 1504.0, -3182.0, 3579.538172510578, 25.0, -4599.0, -1431.0, -316.0, -1546.0, -2734.0, -584.7538636181862, 1692.0, -124.0, 5132.026105149656, -2008.0, 4266.0, -399.0, -1299.9434403073847, -1995.0,0
1262.0, 518.0, 2864.0, -1292.0, -5078.0, -47.0, 313.0, 417.0, -3454.0, -503.0, 2544.0, 1316.0, 1242.0, -2620.3378786142766, -2825.0, 198.0, 1296.0, 6892.769270225608, 1378.0, 2362.0,0
-892.0, 1352.0, 634.0, 35.0, 360.4593457787896, 1136.0, 5613.771470088226, 25.0, -308.0, -1812.0, 606.0, 34.0, 978.0, 258.0, 24.0, 146.0, 1302.0, 142.0, 23.0, 718.0,1
2725.0, -314.0, 377.0, 1045.0, 536.0, -1496.0, -221.0, 2247.2124626501954, 4247.0, 2791.0, 643.0, -2048.0, -2869.0, 68.0, -362.0, -1294.0, -117.80665006460731, -2423.0, -102.0, 4513.0,0
-148.0, -4713.367727474861, 622.0, 1136.0, -249.0, -48.0, 738.0, -101.0, 1266.0, -55.0, -2348.0, 2788.4536455519155, 235.0, 163.0, 16.0, 1318.0, 151.0, 422.0, 2022.0, 1138.0,1
-2564.0, -536.0, 739.0, -1377.0, 209.0, -971.0, -66.0, -2061.0, -3636.0, -3053.0, 1958.0, -1382.0, -1562.0, 2082.0, -166.0, -1261.0, 438.0, -3838.0, -559.0, -1433.0,0
1753.0, 298.0, 826.0, -716.0, 888.0, 555.0, 609.0, 562.0, -1733.9881610227721, 26.0, -229.0, -226.0, 243.0, -1.0, -1617.0, 913.0, 1841.0, -742.0, -146.0, 5453.973806357702,1
-3356.202813574393, 3296.0, -83.0, -85.0, 959.0, -6190.696250636758, 2326.0, -66.0, 1217.0, 237.0, 1228.0, 652.0, -754.0, 887.0, 1781.0, 656.0, 1172.0, 395.0, 988.0, 272.0,1
1263.0, 2132.0, -1236.0, 1203.0, -1804.0, -147.0, 803.0, -259.0, -1944.3612079725972, -581.0, -228.0, -3636.3946231420605, 4908.25085390202, 1486.0, -1416.0, 4507.066527478879, -5640.108622980562, 875.0, 136.0, 817.0,1
-552.0, 4628.0, -3037.0, 2506.0, -24.0, -3134.0268365503352, -1148.0, -218.0, -192.0, 618.0, 842.0, 1747.0, 616.0, -206.0, 988.7983816086307, 239.0, 59.0, -4124.0, -2396.0, -96.0,0
2426.0, 1127.0, 452.0, -758.0, -216.0, 81.0, 2129.0, 544.0, 2487.0, -971.0, 1591.0, -45.0, 463.0, -788.0, 1082.0, -889.0, -68.0, 319.0, 845.0, 99.0,1
1398.0, 68.0, -368.0, 3909.703359743744, -1411.0, -19.0, 1262.0, -3436.0, 28.0, 2435.0, 909.0, 144.0, 2094.0, 152.0, 1028.0, 648.0, -137.0, 147.0, 613.0, -348.0,1
1222.0, -212.0, -2104.0, -5174.895923537178, 346.0, -266.0, -2575.0, -878.0, 1384.0, -1309.0, -752.0, 1591.0, -1776.0, 608.0, 2329.0, 3814.0, -2032.8968268604713, 2163.0, 136.0, 1419.0,0
2787.0, -3218.0, -243.0, -4386.715393863552, 2844.0, 6302.77010798612, 2408.0, 1281.0, -9.0, -379.0, -1245.0, -2453.0, -1177.0, 32.0, -499.0, -3856.0, 3958.0, 746.0, -649.0, 935.0,0
694.0, 164.0, 589.0, 1435.0, -172.0, 1297.0, -868.0, -27.0, -412.0, 1856.0, -148.0, -821.0, -572.0, -2203.0, -5972.05452710857, 431.0, 851.0, -1091.0, 1112.0, 103.0,1
-356.0, -244.0, 172.0, 5.0, 841.0, 1122.0, 1519.0, -253.0, 892.0, 275.0, 782.0, 928.0, -316.0, 77.0, 1180.5028604735853, 14.0, 492.0, -456.0, 192.0, 1133.0,1
-695.0, -254.0, 3166.0, 152.0, 1931.8763834014244, -1182.0, 347.0, 1631.0, 2887.0, 3548.0, -543.0, 334.0, -438.0, 388.0, -492.0, 357.0, 1232.0, -2573.0, -3383.0, -383.0,0
1185.0, -2364.0, -937.0, -1229.0, 3316.0, 4613.82565402026, -994.0, 33.0, 2123.0, 1346.0, -201.0, -1312.0, 2085.0, -3186.0, 858.0, -203.0, 1583.0, 2366.0, -993.0, 969.0,0
635.0, 1768.0, 894.0, 497.0, 223.0, 1067.0, -619.0, 4.0, 652.0, -521.0, 1297.0, 1062.0, -418.0, -1335.0, 1142.0, 644.0, 2481.0, 125.0, -496.0, 1981.0,1
