0.029, 0.045, 0.028, 0.017, 0.011861277451007925, 0.099, 0.12, 0.183, 0.21, 0.304, 0.299, 0.425, 0.634, 0.82, 1.0, 0.999, 0.951, 0.4810567779804246, 0.723, 0.512, 0.06881087636966511, 0.398, 0.589, 0.287, 0.204, 0.578, 0.539, 0.375, 0.341, 0.507, 0.558, 0.478, 0.33, 0.22, 0.6941425392856223, 0.286, 0.381, 0.416, 0.405, 0.33, 0.271, 0.265, 0.072, 0.124, 0.41198928580549293, 0.109, 0.062, 0.049, 0.026, 0.008, 0.01, 0.04266382683246951, 0.001, 0.004, 0.001, 0.009, 0.006, 0.003, 0.005, 0.006,0
0.035, 0.012, 0.019, 0.047, 0.074, 0.118, 0.168, 0.154, 0.147, 0.291, 0.233, 0.224, 0.247, 0.156, 0.7257799721948756, 0.331, 0.23, 0.22, 0.537384940599181, 0.413, 0.8638736795959701, 0.619, 0.585, 0.34, 0.256, 0.56, 0.814, 0.694, 0.698, 0.866, 0.593, 0.366, 0.675, 0.87, 0.784, 0.755, 0.579, 0.471, 0.125, 0.609, 0.732, 0.598, 0.343, 0.18, 0.238, 0.342, 0.23, 0.069, 0.022, 0.047, 0.05954909156066112, 0.035, 0.016, 0.008007360042773038, 0.011, 0.005, 0.01, 0.002, 0.007, 0.007,0
0.047, 0.051, 0.082, 0.125, 0.178, 0.307, 0.301, 0.236, 0.1833050697211421, 0.376, 0.302, 0.291, 0.23, 0.141, 0.158, 0.243, 0.447, 0.596, 0.674, 0.797, 0.832, 0.781, 0.863, 0.737, 0.412, 0.26, 0.339, 0.379, 0.449, 0.628, 0.745, 0.7547382563286784, 0.77, 0.787, 0.605, 0.586, 0.638, 0.728, 0.629, 0.532, 0.407, 0.116489104756268, 0.162, 0.29965303725275516, 0.19, 0.29897067079529416, 0.06, 0.02630465289864332, 0.044, 0.018, 0.011, 0.019, 0.012, 0.017749353341001403, 0.004, 0.019892230095549537, 0.005, 0.008, 0.003, 0.003,0
0.066, 0.058, 0.084, 0.08244193263175942, 0.046, 0.077, 0.077, 0.113, 0.235, 0.184, 0.287, 0.413, 0.365, 0.198, 0.284, 0.404, 0.584, 0.679, 0.8158023795203311, 0.486, 0.325, 0.201, 0.208, 0.169, 0.248, 0.274, 0.298, 0.466, 0.699, 0.747, 0.796, 0.798, 0.672, 0.694, 0.744, 0.817, 0.891, 1.0, 0.875, 0.706, 0.68, 0.59, 0.462, 0.364, 0.149, 0.122, 0.131, 0.12, 0.058, 0.024, 0.014, 0.014, 0.019, 0.004, 0.004, 0.003, 0.002, 0.016, 0.011, 0.008,0
0.01, 0.1525140512519316, 0.03, 0.03, 0.065, 0.108, 0.236, 0.238, 0.008, 0.188, 0.146, 0.03613319806711124, 0.318, 0.134, 0.217, 0.246, 0.259, 0.279, 0.567711376040874, 0.066, 0.7408769161505339, 0.118, 0.167, 0.178, 0.248, 0.257, 0.104, 0.536, 0.712, 0.629, 0.476, 0.602, 0.721, 0.623, 0.572, 0.752, 0.871, 0.925, 0.971, 0.93, 0.9, 0.791, 0.56, 0.284, 0.441, 0.551, 0.433, 0.29, 0.198, 0.078, 0.04, 0.017, 0.015, 0.012, 0.0062353958061978675, 0.014, 0.003, 0.016, 0.011, 0.013,0
0.029, 0.064, 0.039, 0.017, 0.048, 0.082, 0.099, 0.032, 0.074, 0.086, 0.041, 0.047, 0.084, 0.27481775038405737, 0.147, 0.081, 0.5864658365041171, 0.218, 0.333, 0.326, 0.211, 0.23, 0.336, 0.426, 0.461, 0.261, 0.087, 0.286, 0.561, 0.834, 0.81, 0.725, 0.805, 0.944, 1.0, 0.896, 0.552, 0.304, 0.234, 0.238, 0.332, 0.382, 0.158, 0.6963241981957863, 0.07317457784064453, 0.143, 0.163, 0.113, 0.057, 0.013, 0.017, 0.004, 0.005, 0.008, 0.008, 0.008, 0.01, 0.016, 0.01, 0.001,0
0.02, 0.003, 0.014, 0.05475864584668508, 0.013, 0.015, 0.054, 0.021, 0.05, 0.11, 0.084, 0.094, 0.44654077809456283, 0.042, 0.5800034663178966, 0.016, 0.062, 0.213, 0.344, 0.381, 0.382, 0.476, 0.631, 0.752, 0.868, 0.879, 0.79, 0.45234638942972444, 0.963, 0.962, 0.924, 0.89, 0.971, 0.965, 0.789, 0.531, 0.272, 0.195, 0.137, 0.4925982589927964, 0.379, 0.6990083973845487, 0.4960030155882712, 0.3, 0.275, 0.202, 0.104, 0.045, 0.034, 0.012, 0.007, 0.011, 0.020526054250198895, 0.006, 0.003, 0.001, 0.001, 0.002, 0.006, 0.004,0
0.010891807504438751, 0.017, 0.04, 0.09417944468655146, 0.068, 0.071, 0.102, 0.20999834657949357, 0.038, 0.133, 0.13, 0.027, 0.064, 0.071, 0.12225146361120312, 0.072, 0.122, 0.235, 0.368, 0.392, 0.492, 0.879, 0.8875612757763736, 0.879, 0.69, 0.694, 0.567, 0.654, 0.78, 0.758, 0.584, 0.632, 0.811, 0.904, 0.865, 0.67, 0.403, 0.237, 0.268, 0.366, 0.327, 0.22, 0.3, 0.22, 0.116, 0.064, 0.046, 0.042, 0.017, 0.017, 0.013, 0.057919522487306856, 0.019, 0.014, 0.006, 0.013, 0.021679349339958128, 0.009, 0.008, 0.012,0
0.009, 0.021, 0.021, 0.05, 0.066, 0.08, 0.097, 0.087, 0.074, 0.084, 0.158, 0.09, 0.031, 0.186, 0.297, 0.203, 0.126, 0.166, 0.166, 0.209, 0.231, 0.446, 0.663, 0.9717844863915315, 0.766, 0.821, 0.705, 0.756, 0.747, 0.639, 0.485, 0.333, 0.536, 0.874, 0.857, 0.672, 0.345, 0.315, 0.27, 0.26, 0.274, 0.359, 0.438, 0.246, 0.076, 0.019, 0.08, 0.075, 0.037, 0.016, 0.03, 0.011, 0.011, 0.0046949525269900805, 0.003, 0.01, 0.01, 0.010089596241267769, 0.007, 0.0042291006481342715,0
0.007, 0.023, 0.051, 0.40004668673268673, 0.025, 0.064, 0.042, 0.27380211693695794, 0.191, 0.248, 0.161, 0.092, 0.24, 0.322, 0.43, 0.265, 0.067, 0.07142055243566178, 0.237, 0.26, 0.249, 0.39, 0.638, 0.804, 0.703, 0.37946845962187936, 0.7, 0.856, 1.0, 0.962, 0.9, 0.758, 0.69, 0.569, 0.44, 0.455, 0.296, 0.159, 0.168, 0.084, 0.117, 0.175, 0.273, 0.17, 0.019, 0.021, 0.17619450865131675, 0.042, 0.009, 0.02, 0.02, 0.017, 0.016, 0.006, 0.004, 0.007, 0.004, 0.005, 0.019, 0.01,0
