13.0, 21.82, 101.67723125234181, 519.8, 0.127, 0.2706825219680747, 0.186, 0.094, 0.235, 0.074, 2.4648274846805323, 1.002, 2.406, 24.32, 0.004591868065668239, 0.016615686599774214, 0.24098364467662378, 0.012, 0.021, 0.004, 8.321779985595908, 30.73, 106.2, 739.3, 0.17, 0.54, 0.539, 0.206, 0.438, 0.107,0
16.13, 20.68, 108.1, 798.8, 0.117, 0.202, 0.172, 0.103, 0.216, 0.074, 0.569, 1.073, 3.854, 54.18, 0.007, 0.09308025564697578, 0.032, 0.013, 0.017, 0.004, 20.96, 31.48, 89.8231419209142, 1315.0, 0.179, 0.423, 0.478, 0.207, 0.6194042043461009, 0.114,0
19.81, 22.15, 130.0, 1260.0, 0.098, 0.103, 0.148, 0.095, 0.158, 0.054, 0.758, 1.017, 8.078934096842058, 112.4, 0.006, 0.019, 0.034, 0.0025825958914548613, 0.014, 0.002, 27.32, 30.88, 186.8, 2398.0, 0.151, 0.315, 0.537, 0.239, 0.277, 0.12193993118450511,0
17.14, 16.778063319203923, 116.0, 912.7, 0.119, 0.228, 0.223, 0.14, 0.304, 0.074, 1.046, 0.976, 7.276, 111.4, 0.008, 0.038, 0.037, 0.024, 0.014508518969991367, 0.007, 22.25, 21.4, 152.4, 1461.0, 0.1198343048526054, 0.395, 0.385, 0.10176243839873056, 0.407, 0.106,0
14.58, 21.53, 97.41, 644.8, 0.105, 0.187, 0.142, 0.088, 0.225, 0.069, 0.254, 0.983, 2.11, 21.05, 0.004, 0.031, 0.027, 0.014, 0.015, 0.004, 26.253227062742976, 33.21, 122.4, 896.9, 0.152, 0.664, 0.554, 0.27, 0.426, 0.128,0
14.447186768991216, 20.25, 122.1, 1094.0, 0.094, 0.107, 0.149, 0.077, 0.17078278414085107, 0.05986463236270115, 0.853, 1.849, 5.632, 538.5895877098445, 0.011, 0.08796138903125221, 0.051, 0.019, 0.023, 0.004, 21.31, 27.26, 139.9, 1403.0, 0.134, 0.212, 0.345, 0.149, 0.234, 0.074,0
13.293433523462255, 25.27, 102.4, 732.4, 0.108, 0.17, 0.28000700486940494, 0.088, 0.193, 0.065, 0.439, 2.2054237670976256, 3.498, 43.5, 0.005, 0.031, 0.036, 0.011, 0.018, 0.003, 20.27, 36.71, 149.3, 2223.2258584431434, 0.164, 0.611, 0.634, 0.202, 0.403, 0.099,0
11.84, 18.7, 111.78445727622938, 182.76536167896478, 0.111, 0.21204854904791537, 0.122, 0.052, 0.28657587326797096, 0.078, 0.482, 1.03, 3.475, 41.0, 0.006, 0.034, 0.042, 0.01, 0.023, 0.006, 16.82, 28.12, 119.4, 888.7, 0.164, 0.578, 0.5180673193340347, 0.155, 0.476, 0.10264317096784785,0
17.02, 23.98, 112.8, 899.3, 0.12, 0.15, 0.242, 0.12, 0.225, 0.064, 0.601, 1.398, 3.999, 366.64393646598427, 0.008, 0.031, 0.05, 0.011, 0.021, 0.004, 20.88, 32.09, 136.1, 1344.0, 0.163, 0.356, 0.559, 0.185, 0.353, 0.085,0
13.03, 18.42, 82.61, 523.8, 0.09, 0.28721619472192045, 0.37057835912834347, 0.029, 0.147, 0.059, 0.184, 2.342, 1.17, 14.16, 0.004, 0.005, 0.013, 0.012, 0.027, 0.002, 13.3, 22.81, 84.46, 545.9, 0.097, 0.046, 0.048, 0.05, 0.199, 0.062,1
13.48, 20.82, 88.4, 559.2, 0.102, 0.19484999017041407, 0.106, 0.054, 0.172, 0.064, 0.213, 0.591, 1.545, 18.52, 0.005, 0.022, 0.03, 0.013, 0.014, 0.003, 15.53, 26.02, 107.3, 740.4, 0.161, 0.422, 0.503, 0.226, 0.281, 0.107,0
8.196, 19.672227172488867, 51.71, 201.9, 0.086, 0.059, 0.016, 0.006, 0.177, 0.065, 1.9339430812641383, 0.957, 1.094, 8.205, 0.018850600714993337, 0.016, 0.016, 0.006, 0.026, 0.003, 8.964, 21.96, 57.26, 242.2, 0.13, 0.136, 0.069, 0.026, 0.31, 0.074,1
13.17, 18.66, 85.98, 534.6, 0.116, 0.123, 0.123, 0.073, 0.213, 0.068, 0.287, 0.894, 1.897, 24.25, 0.007, 0.023, 0.029, 0.012, 0.017, 0.004, 15.67, 27.95, 102.8, 759.4, 0.179, 0.417, 0.501, 0.209, 0.39, 0.118,0
12.05, 14.63, 127.72698462984454, 449.3, 0.103, 0.091, 0.066, 0.027, 0.168, 0.06, 1.4628272315179527, 0.729, 1.848, 19.87, 0.005, 0.014, 0.023, 0.006, 0.014, 0.002, 13.76, 20.7, 89.88, 582.6, 0.149, 0.216, 0.305, 0.065, 0.44331940651855417, 0.083,1
11.76, 21.6, 74.72, 427.9, 0.076598247322626, 0.05, 0.11808272348509233, 0.011, 0.15, 0.059, 0.406, 1.21, 2.635, 28.47, 0.006, 0.01, 0.012, 0.007, 0.06568662117717011, 0.002, 12.98, 25.72, 82.98, 516.5, 0.108, 0.086, 0.055, 0.037, 0.243, 0.066,1
13.64, 16.34, 87.21, 571.8, 0.077, 0.061, 0.019, 0.017, 0.135, 0.06, 0.187, 0.923, 14.06943095134069, 14.55, 0.004, 0.012, 0.011, 0.008, 0.013, 0.003, 14.67, 23.19, 96.08, 656.7, 0.109, 0.158, 0.105, 0.07065373049225977, 0.235, 0.13930019918649927,1
11.52, 18.75, 73.34, 409.0, 0.095, 0.055, 0.03, 0.023, 0.192, 0.059, 0.9176031674532228, 0.959, 2.183, 23.47, 0.008, 0.009, 0.013, 0.009, 0.032, 0.002, 12.84, 13.548264789732235, 81.81, 506.2, 0.125, 0.087, 0.091, 0.063, 0.331, 0.07,1
8.618, 16.67962223580331, 54.34, 224.5, 0.098, 0.053, 0.021, 0.008, 0.168, 0.057276248065819095, 0.156, 0.58, 1.046, 8.322, 0.01, 0.011, 0.02, 0.006, 0.021, 0.0211503722195398, 9.507, 15.4, 59.9, 1347.1028764963855, 0.173, 0.124, 0.117, 0.044, 0.322, 0.07416457287412243,1
11.31, 19.04, 71.8, 394.1, 0.081, 0.047, 0.037, 0.022, 0.152, 0.057, 0.273, 0.943, 1.831, 18.15, 0.009, 0.009, 0.021, 0.009, 0.022, 0.002, 30.304240051553176, 23.84, 78.0, 466.7, 0.129, 0.091, 0.144, 0.07, 0.24, 0.066,1
18.94, 21.31, 123.6, 1130.0, 0.09, 0.103, 0.108, 0.08, 0.158, 0.055, 0.789, 0.798, 5.486, 96.05, 0.004, 0.017, 0.023, 0.014, 0.014, 0.002, 24.86, 26.58, 165.9, 1866.0, 0.119, 0.0485421257641963, 0.269, 0.179, 0.255, 0.066,0
8.888, 14.64, 58.79, 244.0, 0.098, 0.1200552364585584, 0.086, 0.029, 0.19, 0.09, 0.526, 0.852, 3.168, 25.44, 0.016913431648377664, 0.0654727443932725, 0.057, 0.045707229798591514, 0.025, 0.022, 9.733, 45.85983194926749, 62.56, 284.4, 0.121, 0.6350104194646726, 0.143, 0.048, 0.44951919596211964, 0.108,1
