0.09690250191881845, 0.045, 0.028, 0.017, 0.038, 0.099, 0.12, 0.2081469995309941, 0.21, 0.6873504745849293, 0.299, 0.425, 0.634, 0.7608806699108985, 1.0, 0.5189632193427447, 0.16863219612013366, 0.1390880332465954, 0.723, 0.3765143785002908, 0.207, 0.07627317183331428, 0.589, 0.287, 0.204, 0.8327402208467806, 0.7836766610684983, 0.375, 0.341, 0.507, 0.558, 0.478, 0.33, 0.22, 0.141, 0.5820199074815073, 0.381, 0.416, 0.405, 0.33, 0.1705955063492515, 0.265, 0.267729475335155, 0.124, 0.119, 0.109, 0.062, 0.049, 0.026, 0.008, 0.01, 0.004, 0.001, 0.002964399805284198, 0.001, 0.009, 0.006, 0.003, 0.005, 0.006,0
0.035, 0.012, 0.019, 0.047, 0.074, 0.118, 0.168, 0.3774280661678473, 0.147, 0.291, 0.233, 0.224, 0.247, 0.156, 0.349, 0.331, 0.23, 0.22, 0.6652624816238559, 0.413, 0.7445270012229511, 0.619, 0.585, 0.34, 0.256, 0.56, 0.814, 0.18700799182406813, 0.698, 0.22967818935091566, 0.593, 0.366, 0.675, 0.87, 0.784, 0.755, 0.579, 0.471, 0.125, 0.6164682040602127, 0.732, 0.40909821029358967, 0.343, 0.18, 0.238, 0.342, 0.34033200898681115, 0.069, 0.022, 0.047, 0.043, 0.035, 0.020761907560928237, 0.015, 0.011, 0.005, 0.009836248349825908, 0.002, 0.007, 0.007,0
0.10217639930364127, 0.051, 0.082, 0.125, 0.178, 0.307, 0.301, 0.236, 0.383, 0.376, 0.302, 0.291, 0.23, 0.141, 0.158, 0.243, 0.447, 0.596, 0.674, 0.21720850773789185, 0.832, 0.781, 0.863, 0.4381229636702042, 0.412, 0.26, 0.3933635221592531, 0.379, 0.4224844744546536, 0.5619513889409022, 0.745, 0.733, 0.77, 0.0808302507092781, 0.06315858472724412, 0.586, 0.638, 0.16913280924855098, 0.629, 0.532, 0.407, 0.179, 0.162, 0.253, 0.1191008461131949, 0.164, 0.06, 0.021, 0.044, 0.018, 0.011, 0.005282883357788175, 0.012, 0.006, 0.023623865788482096, 0.005, 0.005, 0.008, 0.003, 0.036351107422809836,0
0.066, 0.14936828881883255, 0.084, 0.037, 0.046, 0.12077899810643376, 0.019188911079938732, 0.113, 0.235, 0.49693010357253486, 0.33758762025451, 0.07479327902961366, 0.365, 0.198, 0.284, 0.404, 0.9924292547005297, 0.41549429507588365, 0.609, 0.486, 0.325, 0.201, 0.208, 0.169, 0.248, 0.274, 0.298, 0.466, 0.699, 0.747, 0.796, 0.798, 0.4463011664166816, 0.54842404440777, 0.744, 0.817, 0.891, 1.0, 0.875, 0.706, 0.68, 0.59, 0.462, 0.04366707640412894, 0.149, 0.122, 0.131, 0.12, 0.058, 0.024, 0.012216900291903155, 0.021003045832273328, 0.019, 0.004, 0.004, 0.003, 0.002, 4.2034221822869546E-5, 0.011, 0.008,0
0.01, 0.048, 0.03, 0.03, 0.065, 0.1633983579355754, 0.236, 0.238, 0.008, 0.188, 0.146, 0.189, 0.318, 0.12647460594341964, 0.217, 0.246, 0.259, 0.279, 0.23, 0.6422994849873471, 0.144, 0.118, 0.167, 0.178, 0.4476643536965513, 0.257, 0.104, 0.536, 0.712, 0.629, 0.476, 0.602, 0.721, 0.623, 0.572, 0.752, 0.871, 0.925, 0.971, 0.93, 0.9, 0.791, 0.6345935275306911, 0.284, 0.15389343217641427, 0.551, 0.433, 0.29, 0.198, 0.078, 0.03403491187701815, 0.04305892920309187, 0.015, 0.0074637361649572236, 0.02, 0.014, 0.02038972651501878, 0.016, 0.011, 0.013,0
0.029, 0.064, 0.039, 0.017, 0.048, 0.082, 0.099, 0.032, 0.074, 0.086, 0.041, 0.047, 0.084, 0.094, 0.147, 0.1344696553019969, 0.118, 0.218, 0.5747922987415903, 0.5536076705524715, 0.211, 0.23, 0.336, 0.426, 0.461, 0.261, 0.087, 0.286, 0.561, 0.834, 0.2209940149530289, 0.6893044349323736, 0.805, 0.944, 1.0, 0.896, 0.552, 0.304, 0.14054494818522242, 0.238, 0.6389653224635323, 0.382, 0.158, 0.223, 0.158, 0.143, 0.163, 0.113, 0.057, 0.013, 0.017, 0.004, 0.005, 0.008, 0.008, 0.008, 0.0013068983883845848, 0.016, 0.0017947006108692614, 0.001,0
0.06367342033509012, 0.003, 0.014, 0.006, 0.013, 0.015, 0.054, 0.021, 0.05, 0.11, 0.084, 0.094, 0.12, 0.042, 0.003, 0.032633814798117104, 0.062, 0.213, 0.344, 0.7490616289654424, 0.382, 0.476, 0.631, 0.752, 0.1370546201320958, 0.6607896879112324, 0.79, 0.836, 0.6896202985107945, 0.962, 0.5895617446977557, 0.11528647318512353, 0.971, 0.965, 0.373148458221729, 0.531, 0.272, 0.195, 0.137, 0.31, 0.379, 0.41, 0.336, 0.3, 0.275, 0.4962761462669065, 0.104, 0.045, 0.034, 0.012, 0.007, 0.011, 0.007, 0.02593182784620017, 0.003, 0.003216312739815636, 0.001, 0.002, 0.006, 0.004,0
0.009, 0.017, 0.04, 0.036, 0.068, 0.071, 0.102, 0.089, 0.3571011711883129, 0.3008803882975784, 0.13, 0.027, 0.064, 0.071, 0.12, 0.072, 0.122, 0.2871093545921867, 0.368, 0.392, 0.492, 0.879, 0.961, 0.879, 0.44943173635970607, 0.694, 0.19352722985146736, 0.654, 0.78, 0.758, 0.584, 0.632, 0.811, 0.904, 0.865, 0.6042618088545887, 0.403, 0.237, 0.6857340285067293, 0.23194652124213674, 0.327, 0.22, 0.3, 0.22, 0.116, 0.7005456786974207, 0.046, 0.20447406348364291, 0.14788597928776545, 0.017, 0.013, 0.014, 0.019, 0.028083289872175853, 0.017340800726865602, 0.013, 0.022, 0.0364848594079923, 0.008, 0.016644741921370092,0
0.009, 0.021, 0.021, 0.05, 0.066, 0.08, 0.097, 0.087, 0.074, 0.084, 0.20913658055573156, 0.09, 0.6102348080522462, 0.186, 0.639350615283556, 0.203, 0.126, 0.166, 0.166, 0.209, 0.231, 0.446, 0.663, 0.693, 0.766, 0.821, 0.705, 0.756, 0.747, 0.639, 0.485, 0.4349748604246356, 0.536, 0.874, 0.857, 0.672, 0.345, 0.315, 0.27, 0.26, 0.274, 0.359, 0.438, 0.246, 0.076, 0.019, 0.08, 0.075, 0.037, 0.016, 0.0790068367680085, 0.011, 0.030866448593527645, 0.01, 0.003, 0.02443353472962825, 0.01, 0.004, 0.030792862933779332, 0.011,0
0.007, 0.023, 0.2913201727162395, 0.044, 0.025, 0.064, 0.042, 0.113, 0.191, 0.248, 0.161, 0.092, 0.24, 0.322, 0.43, 0.265, 0.067, 0.144, 0.237, 0.26, 0.249, 0.7428378456856212, 0.638, 0.804, 0.703, 0.5515240217911833, 0.7, 0.856, 1.0, 0.962, 0.9, 0.758, 0.69, 0.569, 0.44, 0.455, 0.9015690312363601, 0.159, 0.168, 0.084, 0.117, 0.175, 0.273, 0.17, 0.019, 0.021, 0.035, 0.042, 0.009, 0.02, 0.02, 0.017, 0.016, 0.006, 0.004, 0.02790211090652787, 0.004, 0.005, 0.019, 0.01,0
