13.0, 21.82, 170.13152225651115, 519.8, 0.127, 0.193, 0.186, 0.094, 0.26063080531233707, 0.074, 1.5583455297666011, 3.0323622512415422, 2.406, 24.32, 0.006, 0.07947791933954645, 0.036, 0.012, 0.020110325147190675, 0.022604077099031783, 15.49, 20.073941466783623, 106.2, 739.3, 0.17, 0.54, 0.539, 0.206, 0.4132881112194825, 0.107,0
16.13, 20.68, 170.49131775562216, 798.8, 0.07939654241884048, 0.202, 0.172, 0.103, 0.216, 0.074, 0.569, 1.073, 3.854, 54.18, 0.007, 0.025, 0.032, 0.013, 0.017, 0.004, 20.96, 31.48, 136.8, 1315.0, 0.179, 0.423, 0.478, 0.207, 0.371, 0.114,0
19.81, 22.15, 130.0, 1260.0, 0.098, 0.11902672466124098, 0.148, 0.05992974846505787, 0.18008273562744326, 0.09631369708625453, 0.758, 1.017, 5.865, 112.4, 0.006, 0.019, 0.3054438733433941, 0.016666300029416173, 0.014, 0.002, 27.274831859654473, 30.88, 186.8, 2398.0, 0.151, 0.315, 0.537, 0.239, 0.277, 0.10165747647584822,0
17.14, 16.230185127041814, 116.0, 912.7, 0.119, 0.07507543689805907, 0.223, 0.14, 0.304, 0.074, 1.046, 1.9516507952361484, 7.276, 80.07208524438835, 0.008, 0.038, 0.1292513237076931, 0.04004644904845544, 0.06583323003650485, 0.007, 22.25, 21.4, 152.4, 1503.6188300102995, 0.08274671481264445, 0.395, 0.385, 0.255, 0.407, 0.106,0
14.58, 21.53, 97.41, 1241.0021587102678, 0.105, 0.07794912092409774, 0.142, 0.088, 0.225, 0.069, 0.254, 0.983, 2.11, 21.05, 0.02217127164224425, 0.031, 0.027, 0.014, 0.015, 0.004, 8.431616193212479, 14.199984561004673, 122.21441057554782, 896.9, 0.152, 0.664, 0.554, 0.27, 0.33972931975678755, 0.128,0
18.61, 12.214452113878089, 182.3508333293537, 1094.0, 0.094, 0.107, 0.149, 0.077, 0.17, 0.057, 0.6238310768906565, 1.849, 5.632, 93.54, 0.011, 0.027, 0.051, 0.019, 0.04477048545139155, 0.004, 28.997888531626177, 27.26, 139.9, 1403.0, 0.134, 0.212, 0.345, 0.149, 0.234, 0.074,0
15.3, 25.27, 102.4, 732.4, 0.108, 0.17, 0.168, 0.088, 0.193, 0.065, 0.439, 1.012, 3.498, 159.55831986557746, 0.005, 0.031, 0.036, 0.020977330768009957, 0.018, 0.003, 20.27, 36.71, 149.3, 922.7800420135213, 0.164, 0.9210693585158023, 0.4560853598481243, 0.14335200461124814, 0.403, 0.14168222135367853,0
11.84, 35.31907098258358, 77.93, 440.6, 0.111, 0.152, 0.18548989301419114, 0.052, 0.23, 0.078, 0.482, 1.03, 3.475, 41.0, 0.006, 0.034, 0.042, 0.01, 0.023, 0.006, 16.82, 39.60895433392118, 119.4, 888.7, 0.164, 0.578, 0.696, 0.013661175044407411, 0.6078857139916825, 0.14,0
17.02, 14.561253591261632, 112.8, 899.3, 0.12, 0.15, 0.242, 0.12, 0.225, 0.06407388011740378, 0.601, 1.398, 6.126086922326843, 67.78, 0.004842540255478244, 0.031, 0.05, 0.011, 0.021, 0.004, 20.88, 24.687122068020308, 136.1, 1344.0, 0.21921025083684603, 0.356, 0.559, 0.15548092046274825, 0.27684524598644233, 0.12354684407043895,0
13.03, 18.42, 82.61, 1411.042179771127, 0.07598386885155549, 0.038, 0.026, 0.029, 0.147, 0.059, 0.184, 2.342, 1.17, 14.16, 0.004, 0.005, 0.013, 0.012, 0.027, 0.002, 13.3, 22.81, 84.46, 545.9, 0.097, 0.046, 0.6546649379848188, 0.05, 0.199, 0.05688857570520802,1
